Finnish-fi,Valence,Arousal,Dominance,English,Finnish-bf
esikuva,-0.02,-0.138,-0.054,paragon,esikuva
esileikki,0.448,0.254,-0.052,foreplay,esileikki
esiliina,0.164,-0.584,-0.51,apron,esiliina
esimerkillinen,0.666,-0.314,0.458,exemplary,esimerkillinen
esimerkki,0.084,-0.326,0.02,example,esimerkki
esimerkki,0.688,0.074,0.25,exemplar,esimerkki
esine,0.02,0.0,0.132,artifact,esine
esine,0.188,-0.46,-0.07,item,esine
esine,0.062,-0.288,-0.25,object,esine
esiprosessuaalinen,-0.02,0.0,0.054,interlocutory,esiprosessuaalinen
esipuhe,0.18,-0.372,0.102,foreword,esipuhe
esipuhe,-0.082,-0.25,0.114,preface,esipuhe
esirukous,0.006,-0.028,0.196,intercession,esirukous
esite,0.104,-0.548,-0.218,brochure,esite
esite,-0.02,-0.588,-0.25,leaflet,esite
esite,0.224,0.116,0.746,prospectus,esite
esitellä,0.184,0.118,0.296,introduce,esitellä
esitelmä,-0.18,0.1,0.606,discourse,esitelmä
esittely,0.02,-0.372,-0.154,demo,esittely
esittely,0.102,0.352,0.358,demonstration,esittely
esittely,0.224,-0.174,0.28,introduction,esittely
esittely,0.584,0.208,0.106,presentation,esittely
esittelytila,0.48,-0.118,0.072,showroom,esittelytila
esittäminen,0.416,0.326,0.568,presentment,esittää
esittää,0.448,-0.428,0.268,present,esittää
esittää,0.27,-0.104,0.0,submit,esittää
esitys,0.5,0.04,0.344,performance,esitys
esitys,-0.166,-0.28,-0.204,rendition,esitys
esitys,0.244,0.08,-0.018,showing,esitys
esityslista,0.062,-0.408,0.106,agenda,esityslista
espresso,0.354,0.24,0.016,espresso,espresso
essee,0.118,-0.178,0.06,essay,essee
esseisti,0.312,-0.08,-0.076,essayist,esseisti
este,-0.334,-0.04,0.124,barrier,este
este,-0.73,0.09,-0.054,hindrance,este
este,-0.604,0.364,-0.132,hurdle,este
este,-0.674,0.2,-0.182,impediment,este
este,-0.592,0.416,-0.328,obstacle,este
esteellinen,-0.742,-0.072,-0.536,disqualified,esteellinen
esteellisyys,-0.868,0.354,-0.34,disqualification,esteellisyys
esteettinen,0.416,-0.116,0.052,aesthetic,esteettinen
esteettinen,0.27,-0.28,0.116,esthetic,esteettinen
esteetön,0.138,0.3,0.172,unfettered,esteetön
esteetön,0.166,-0.12,0.146,unobstructed,esteetön
estetiikka,0.694,-0.346,0.098,aesthetics,estetiikka
esto,-0.416,0.34,-0.16,barring,esto
esto,-0.47,-0.216,0.068,inhibition,esto
estrogeeni,0.16,0.0,-0.15,estrogen,estrogeeni
estrogeeni,0.042,0.216,0.122,oestrogen,estrogeeni
estäjä,-0.438,-0.1,-0.058,inhibitor,estäjä
estäminen,-0.292,-0.082,-0.036,estoppel,estää
estäminen,-0.75,0.484,-0.018,obstruction,estää
estää,-0.312,0.074,0.134,deter,estää
estää,0.08,0.1,0.212,forestall,estää
estää,-0.666,-0.042,-0.106,inhibit,estää
estää,-0.77,0.32,-0.084,obstruct,estää
estää,-0.334,0.104,-0.166,preclude,estää
estää,0.27,-0.038,0.15,prevent,estää
estää,-0.438,0.368,-0.182,thwart,estää
etana,-0.448,-0.26,-0.68,slug,etana
etana,-0.04,-0.792,-0.408,snail,etana
etanoli,-0.334,-0.18,0.068,ethanol,etanoli
eteenpäin,0.416,0.04,0.346,ahead,eteenpäin
eteenpäin,0.746,-0.176,0.5,forward,eteenpäin
eteenpäin,0.334,0.076,0.482,onward,eteenpäin
eteenpäinvientilaite,0.204,0.54,0.648,propelling,
eteerinen,0.04,-0.162,0.036,ethereal,eteerinen
eteinen,0.082,-0.23,-0.156,vestibule,eteinen
etelä,0.124,-0.47,-0.142,south,etelä
eteläinen,0.104,-0.462,-0.26,southern,eteläinen
eteneminen,0.646,-0.072,0.49,headway,edetä
eteneminen,0.48,0.124,0.6,progression,edetä
eteneminen,-0.292,0.424,0.296,propagation,edetä
etenevä,0.51,0.212,0.62,progressive,etenevä
etenkin,0.584,0.066,0.378,notably,etenkin
etevyys,0.412,0.18,0.592,prominence,etevyys
etevä,0.48,0.24,0.66,eminent,etevä
etevä,0.708,-0.078,0.634,proficient,etevä
etiikka,0.572,-0.48,0.582,ethic,etiikka
etiikka,0.316,-0.408,0.462,ethics,etiikka
etiketti,0.01,0.018,0.214,docket,etiketti
etiketti,0.208,-0.3,-0.158,etiquette,etiketti
etiketti,0.164,-0.51,-0.154,label,etiketti
etikka,-0.448,-0.26,-0.288,vinegar,etikka
etiologia,-0.04,-0.204,0.23,aetiology,etiologia
et-merkki,-0.04,-0.104,-0.034,ampersand,
etninen,0.166,-0.254,0.11,ethnic,etninen
etnografia,0.142,-0.254,0.098,ethnography,etnografi
etsata,0.02,-0.266,0.196,etch,etsata
etsaus,0.134,-0.018,0.15,etching,etsaus
etsijä,0.292,-0.072,0.106,seeker,etsijä
etsintä,0.286,0.432,0.09,quest,etsintä
etsivä,0.0,0.528,0.802,detective,etsivä
etsivä,-0.08,0.266,0.352,sleuth,etsivä
etsiä,0.27,0.16,-0.076,search,etsiä
etsiä,0.244,-0.142,-0.036,seek,etsiä
etu,0.834,0.096,0.718,advantage,etu
etu,0.594,0.53,0.576,asset,etu
etu,0.48,0.264,0.576,vantage,etu
etuala,0.416,-0.018,0.18,foreground,etuala
etuisuus,0.244,-0.2,0.408,utility,etuisuus
etujoukko,0.386,0.28,0.56,vanguard,etujoukko
etuliite,0.042,-0.536,-0.074,prefix,etuliite
etumainen,0.02,-0.51,-0.276,anterior,etumainen
etuoikeus,0.042,-0.116,0.076,prerogative,etuoikeus
etuoikeus,0.694,0.25,0.642,privilege,etuoikeus
etuoikeutettu,0.48,-0.038,0.528,preferential,etuoikeutettu
etuoikeutettu,0.734,-0.02,0.706,privileged,etuoikeutettu
etuosa,0.334,-0.166,0.308,fore,etuosa
etuosa,0.354,-0.3,0.246,front,etuosa
etuosto,0.14,-0.188,-0.084,emption,etuosto
etuosto,0.042,-0.148,0.444,preemption,etuosto
eturauhanen,-0.354,0.02,-0.124,prostate,eturauhanen
eturivi,0.146,0.118,0.622,forefront,eturivi
eturivin,0.0,0.288,-0.178,ringside,eturivi
etuseteli,0.244,-0.168,0.202,voucher,etuseteli
etusija,0.188,0.04,0.196,precedence,etusija
etusija,0.584,0.0,0.44,preference,etusija
etusija,0.556,0.32,0.556,primacy,etusija
etusormi,0.02,-0.492,-0.26,forefinger,etusormi
etuvartio,0.27,0.142,0.35,outpost,etuvartio
etymologia,0.062,-0.26,0.058,etymology,etymologi
etä,-0.084,-0.334,-0.046,remote,
etäisyys,-0.534,-0.366,-0.164,distance,etäisyys
etäpesäke,-0.646,0.292,-0.096,metastasis,etäpesäke
euforia,0.538,0.91,0.296,euphoria,euforia
euforinen,0.49,0.808,0.176,euphoric,euforinen
eukalyptus,0.204,-0.384,-0.164,eucalyptus,eukalyptus
euro,0.36,-0.118,0.042,euro,euro
eutanasia,-0.542,0.432,-0.35,euthanasia,eutanasia
evakuoida,-0.292,0.584,-0.372,evacuate,evakuoida
evakuointi,-0.68,0.51,0.164,evacuation,evakuointi
evankelinen,0.204,-0.222,0.204,evangelical,evankelinen
evankelista,0.164,-0.072,0.404,evangelist,evankelista
eversti,-0.082,0.184,0.78,colonel,eversti
evoluutio,0.562,0.314,0.708,evolution,evoluutio
evä,-0.334,-0.32,-0.246,fin,evä
eväslaatikko,0.326,-0.308,-0.308,lunchbox,eväslaatikko
evätty,-0.624,0.208,-0.334,denied,evätty
evätä,-0.688,0.038,-0.152,disallow,evätä
fagotti,0.0,-0.134,-0.38,bassoon,fagotti
faksi,-0.02,0.0,0.086,facsimile,faksi
faksi,-0.188,-0.264,-0.392,fax,faksi
falafel,0.12,-0.196,-0.298,falafel,
fanaatikko,0.146,0.56,0.258,fanatic,fanaatikko
fanaatikko,-0.04,0.586,0.308,zealot,fanaatikko
fanaattinen,0.11,0.66,0.428,fanatical,fanaattinen
fanaattisuus,-0.416,0.792,0.132,fanaticism,fanaattisuus
Fandango,-0.02,0.182,-0.142,fandango,fandango
fanfaari,0.312,0.28,-0.126,fanfare,fanfaari
fani,0.042,0.166,-0.214,groupie,fani
fantasia,0.292,0.572,0.812,extravaganza,fantasia
fantasia,0.796,0.388,-0.128,fantasia,fantasia
fantasia,0.76,0.254,-0.052,fantasy,fantasia
fantastinen,0.938,0.392,0.662,fantastic,fantastinen
farao,0.312,-0.018,0.596,pharaoh,farao
farkut,0.244,-0.352,-0.258,jeans,farkku
farmakologia,0.12,-0.12,0.052,pharmacology,farmakologi
farmaseutti,0.184,-0.236,0.296,pharmacist,farmaseutti
farmaseuttinen,0.0,-0.13,0.124,pharmaceutical,farmaseuttinen
faro,0.088,-0.302,-0.286,faro,
farssi,-0.084,0.1,-0.308,charade,farssi
farssi,-0.47,0.334,-0.508,farce,farssi
farssimainen,-0.188,-0.038,-0.482,farcical,farssimainen
fasaani,0.082,-0.276,-0.416,pheasant,fasaani
fasismi,-0.792,0.48,0.39,fascism,fasismi
fasisti,-0.6,0.51,0.054,fascist,fasisti
fauni,-0.02,-0.394,-0.248,faun,fauni
feeniks,0.306,-0.038,0.188,phoenix,feeniks
feminismi,0.082,0.14,0.272,feminism,feminismi
feministi,0.02,0.12,0.17,feminist,feministi
femme,0.102,0.058,-0.204,femme,
fenkoli,0.146,-0.446,-0.222,fennel,fenkoli
feodaalinen,-0.266,-0.26,0.22,feudal,feodaalinen
feodalismi,-0.542,-0.07,0.214,feudalism,feodalismi
feromoni,0.122,0.146,0.122,pheromone,
festarit,0.408,0.148,-0.196,fest,festari
festivaali,0.74,0.412,0.428,festival,festivaali
fetissi,-0.386,0.412,0.0,fetish,fetissi
fiasko,-0.666,0.2,-0.6,fiasco,fiasko
fiat,0.04,-0.164,-0.108,fiat,
fidusiaarinen,-0.25,-0.2,0.018,fiduciary,
fiesta,0.854,0.558,0.31,fiesta,fiesta
fiilis,0.27,0.376,0.148,vibes,fiilis
fiksaatio,0.124,-0.082,0.31,fixation,fiksaatio
fiksu,0.416,0.04,0.296,brainy,fiksu
fiksu,0.812,0.214,0.846,smart,fiksu
fiktiivinen,-0.14,-0.02,-0.32,fictional,fiktiivinen
filantrooppinen,0.624,-0.148,0.434,philanthropic,filantrooppinen
filee,0.23,-0.216,-0.418,filet,filee
fileoida,0.49,-0.17,-0.244,fillet,fileoida
filigraani,0.152,-0.184,0.028,filigree,filigraani
filmiaineisto,0.25,-0.53,-0.272,footage,filmiaineisto
filosofi,0.368,-0.368,0.44,philosopher,filosofi
filosofia,0.368,-0.49,0.28,philosophy,filosofi
filosofinen,0.438,-0.45,0.426,philosophical,filosofinen
finaali,-0.188,-0.34,-0.064,finale,finaali
finalisti,0.666,0.372,0.472,finalist,finalisti
fissio,-0.228,0.0,0.134,fission,fissio
flamingo,0.334,-0.098,-0.036,flamingo,flamingo
flanelli,-0.02,-0.5,-0.346,flannel,flanelli
fleece,0.122,-0.5,-0.238,fleece,fleece
flipperi,0.164,0.28,-0.116,pinball,flipperi
flirttaileva,0.428,0.442,-0.018,flirty,flirttaileva
flirttailla,0.584,0.58,0.076,flirt,flirttailla
flirttailu,0.18,0.546,-0.018,flirting,flirttailu
flirtti,0.306,0.438,-0.036,flirtation,flirtti
floppi,-0.838,0.284,-0.608,flop,floppi
flunssa,-0.54,0.094,-0.5,flu,flunssa
fluoresenssi,0.334,-0.02,0.0,fluorescence,
fluoresoiva,0.204,0.19,0.0,fluorescent,
fluviaalinen,0.142,-0.274,0.176,fluvial,
fobia,-0.654,0.808,-0.418,phobia,fobia
fokus,0.38,-0.236,0.296,focus,fokus
folio,-0.376,-0.592,-0.316,foil,folio
folio,0.026,-0.47,-0.13,folio,folio
folio,-0.104,-0.432,-0.378,tinfoil,folio
follikulaarinen,-0.198,-0.39,-0.218,follicular,
fondue,0.312,-0.274,-0.3,fondue,fondue
foneettinen,0.084,-0.13,0.072,phonetic,foneettinen
fonetiikka,0.292,-0.15,0.038,phonetics,fonetiikka
fonologia,0.39,-0.196,0.024,phonology,fonologi
foorumi,0.112,-0.02,0.264,forum,foorumi
foorumi,0.204,-0.32,0.436,platform,foorumi
formaldehydi,-0.408,-0.17,-0.114,formaldehyde,
formalismi,0.676,-0.422,0.378,formalism,formalismi
fosfaatti,0.0,-0.388,-0.186,phosphate,fosfaatti
fosfori,-0.142,0.078,-0.26,phosphorus,fosfori
fossiili,-0.04,-0.416,-0.24,fossil,fossiili
fotometria,-0.166,-0.088,-0.128,photometry,
fotoni,-0.082,-0.122,-0.09,photon,foto
foxtrot,0.124,0.04,0.01,foxtrot,
fraasi,0.26,-0.472,-0.372,phrase,fraasi
frangi,0.42,-0.098,0.28,franc,frangi
freelance,0.666,0.154,0.472,freelance,freelance
freelancer,0.228,0.128,0.106,freelancer,freelancer
fregatti,-0.02,0.02,0.12,frigate,fregatti
fresko,0.654,-0.44,-0.36,fresco,fresko
fretti,-0.23,-0.218,-0.204,ferret,
frisbee,0.412,0.086,-0.272,frisbee,frisbee
fritsu,-0.104,0.058,-0.31,hickey,fritsu
frontaalinen,-0.082,-0.132,0.052,frontal,frontaalinen
fuksi,0.354,0.14,-0.118,freshman,fuksi
fuksia,0.266,-0.45,-0.472,fuchsia,fuksi
fundamentalisti,-0.02,-0.14,0.518,fundamentalist,fundamentalisti
futon,-0.142,-0.298,-0.314,futon,
fuusio,0.27,0.122,0.482,fusion,fuusio
fuusio,0.184,-0.02,0.284,merger,fuusio
fylogenia,-0.244,-0.18,-0.038,phylogeny,
fysiikka,0.164,-0.17,0.328,physics,fysiikka
fysiologia,0.042,-0.098,0.038,physiology,fysiologi
fysiologinen,0.02,-0.164,0.24,physiological,fysiologinen
fysioterapeutti,0.062,-0.326,0.55,physical therapist,fysioterapeutti
fyysikko,0.27,0.076,0.386,physicist,fyysikko
fyysinen,0.5,0.04,0.214,physical,fyysinen
gaala,0.51,-0.114,0.358,gala,gaala
galaksi,0.5,0.142,0.5,galaxy,galaksi
galaktinen,0.312,0.34,0.552,galactic,galaktinen
galleria,0.318,-0.134,0.138,gallery,galleria
gallona,0.062,-0.346,-0.31,gallon,gallona
galvaaninen,-0.208,-0.02,0.114,galvanic,galvaaninen
gamma,-0.04,-0.142,-0.018,gamma,gamma
gangsteri,-0.416,0.666,0.31,gangster,gangsteri
gangsteri,-0.624,0.74,0.276,mobster,gangsteri
gangsteritoiminta,-0.666,0.754,0.394,racketeering,gangsteritoiminta
gaselli,0.338,-0.104,-0.08,gazelle,gaselli
gastronomia,0.624,0.038,0.162,gastronomy,gastronomi
geeli,0.048,-0.588,-0.442,gel,geeli
geisha,0.042,0.358,-0.116,geisha,geisha
gelatiini,0.124,-0.196,-0.278,gelatin,gelatiini
geneettinen,0.124,-0.424,0.452,genetic,geneettinen
generaattori,0.408,0.136,0.728,generator,generaattori
genetiikka,0.104,-0.08,0.148,genetics,genetiikka
genitaalinen,-0.23,0.388,-0.094,genital,genitaalinen
geologi,0.188,-0.138,0.25,geologist,geologi
geologia,0.27,-0.358,0.036,geology,geologi
geologinen,0.334,-0.352,0.192,geological,geologinen
geometria,-0.02,-0.46,0.074,geometry,geometria
geometrinen,0.084,-0.288,-0.018,geometric,geometrinen
gepardi,-0.062,0.54,0.334,cheetah,gepardi
gerbiili,-0.094,-0.388,-0.204,gerbil,gerbiili
geriatrinen,-0.042,-0.506,-0.128,geriatric,geriatrinen
getto,-0.396,0.26,-0.036,ghetto,getto
Gigolo,-0.2,0.412,0.056,gigolo,gigolo
giljotiini,-0.674,0.634,0.17,guillotine,giljotiini
gini,-0.102,0.102,0.036,gin,gini
ginseng,0.354,-0.28,-0.272,ginseng,
gladiaattori,0.0,0.666,0.732,gladiator,gladiaattori
glukoosi,0.124,-0.368,-0.112,glucose,glukoosi
gluteeni,-0.23,-0.384,-0.224,gluten,gluteeni
glyseriini,-0.146,-0.196,-0.196,glycerin,glyseriini
gnuu,-0.124,-0.04,-0.072,wildebeest,gnuu
godlike > jumalallinen,0.708,0.296,0.74,godlike,
golf,0.146,-0.284,-0.106,golf,golf
golfaaja,0.204,-0.196,0.156,golfer,golfaaja
golfaaminen,0.25,-0.146,-0.09,golfing,golfata
gondoli,0.04,-0.192,-0.242,gondola,gondoli
gorilla,0.13,0.44,0.296,gorilla,gorilla
gospel,0.48,-0.334,0.16,gospel,gospel
gotiikka,-0.606,-0.334,-0.05,gothic,gotiikka
gourmet,0.822,-0.226,0.124,gourmet,gourmet
graafinen,0.204,-0.012,-0.018,graphic,graafinen
graffiti,0.164,0.266,-0.294,graffiti,graffiti
grafiikka,0.084,-0.138,0.018,graphics,grafiikka
grafiitti,-0.042,-0.246,-0.328,graphite,grafiitti
gramma,0.156,-0.334,-0.48,gram,gramma
granaatti,0.286,-0.164,-0.264,garnet,granaatti
graniitti,0.144,-0.314,-0.034,granite,graniitti
greippi,0.042,-0.438,-0.436,grapefruit,greippi
greippimehu,0.392,-0.392,-0.466,grape juice,greippimehu
grillattu,0.404,0.0,-0.254,grilled,grillattu
grilli,0.584,0.286,-0.088,barbecue,grilli
grilli,0.51,-0.018,0.092,grill,grilli
grillikylki,0.27,-0.138,-0.21,spareribs,grillikylki
gringo,0.08,-0.096,0.02,gringo,
grllijuhlat,0.36,-0.188,-0.036,cookout,
groteski,-0.73,0.576,0.0,grotesque,groteski
guacamole,0.368,-0.366,-0.436,guacamole,guacamole
guano,-0.408,-0.314,-0.618,guano,guano
Guinea,0.042,-0.12,-0.208,guinea,Guinea
gulassi,0.164,-0.142,-0.306,goulash,gulassi
Gumbo,0.0,-0.156,-0.278,gumbo,
guru,0.146,-0.28,0.306,guru,guru
gynekologi,0.104,0.132,0.364,gynecologist,gynekologi
gynekologia,-0.184,0.18,0.038,gynecology,gynekologi
gyroskooppi,0.0,-0.22,0.02,gyroscope,gyroskooppi
haaksirikko,-0.464,0.536,-0.254,shipwreck,haaksirikko
haaksirikkoinen,-0.584,0.292,-0.156,castaway,haaksirikkoinen
haaksirikkoutunut,-0.844,0.236,-0.44,wrecked,haaksirikkoutunut
haalari,0.124,-0.27,-0.278,jumpsuit,haalari
haalea,0.146,-0.4,-0.518,lukewarm,haalea
haalea,-0.326,-0.346,-0.526,tepid,haalea
haalistua,-0.292,-0.334,-0.51,fade,haalistua
haalistunut,-0.396,-0.45,-0.612,faded,haalistunut
haapa,-0.042,-0.44,-0.21,aspen,haapa
haara,0.076,-0.588,-0.5,branch,haara
haara,0.042,0.274,-0.106,crotch,haara
haarautunut,-0.334,0.17,-0.27,forked,haarautunut
haaremi,0.042,0.156,0.164,harem,haaremi
haarukka,-0.188,-0.4,0.058,fork,haarukka
haastaja,-0.166,0.51,0.304,challenger,haastaja
haastaja,-0.04,0.58,0.362,contender,haastaja
haastatella,0.146,0.54,0.238,interview,haastatella
haastattelija,0.104,0.472,0.632,interviewer,haastattelija
haaste,-0.062,0.844,0.426,challenge,haaste
haaste,-0.438,0.268,0.11,subpoena,haaste
haaste,0.104,0.208,0.196,summons,haaste
haaste,0.124,-0.56,0.086,writ,haaste
haastemies,-0.306,0.038,0.518,bailiff,haastemies
haava,-0.714,0.334,-0.114,laceration,haava
haava,-0.428,0.192,-0.246,ulcer,haava
haava,-0.7,0.434,-0.38,wound,haava
haaveilija,0.64,-0.212,-0.09,dreamer,haaveilija
haaveilla,0.542,0.32,-0.288,fantasize,haaveilla
haavemaailma,0.688,-0.058,0.132,dreamland,haavemaailma
haavipallo,0.146,0.312,0.018,lacrosse,haavipallo
haavoittumaton,0.104,0.366,0.49,invulnerable,haavoittumaton
haavoittunut,-0.77,0.54,-0.45,wounded,haavoittunut
haavoittuva,-0.604,-0.02,-0.51,vulnerable,haavoittuva
haavoittuvuus,-0.5,0.02,-0.466,vulnerability,haavoittuvuus
hahmo,0.52,-0.434,-0.484,figurine,hahmo
hahmotella,-0.104,-0.14,-0.11,delineate,hahmotella
Hai,-0.48,0.69,0.192,shark,hai
haihduttaa,-0.23,-0.264,-0.29,dissipate,haihduttaa
haihtua,-0.286,-0.062,-0.196,evaporate,haihtua
haihtuminen,0.112,-0.308,-0.224,evaporation,haihtua
haihtuva,-0.354,0.572,0.13,volatile,haihtuva
haihtuvuus,-0.438,0.51,0.106,volatility,haihtuvuus
haikailu,0.208,0.08,0.116,hankering,haikailu
haikea,-0.416,0.058,-0.388,plaintive,haikea
haikea,-0.354,-0.098,-0.376,wistful,haikea
haiku,0.166,-0.288,-0.216,haiku,haiku
haima,-0.062,-0.396,-0.268,pancreas,haima
hairahdus,-0.47,0.274,-0.22,indiscretion,hairahdus
hairahtunut,-0.59,0.204,-0.25,errant,hairahtunut
haiseva,-0.8,0.056,-0.51,smelly,haiseva
haiseva,-0.918,0.314,-0.472,stinking,haiseva
haista,-0.646,-0.04,-0.378,reek,haista
haista,-0.916,-0.038,-0.64,stink,haista
haisteleminen,-0.084,-0.038,-0.302,smelling,haistella
haistella,-0.208,0.0,-0.364,sniff,haistella
haisunäätä,-0.432,-0.018,-0.24,skunk,haisunäätä
haisunäätä,-0.674,0.134,-0.45,stinker,haisunäätä
haitallinen,-0.354,0.22,-0.23,adverse,haitallinen
haitallinen,-0.594,0.358,-0.226,detrimental,haitallinen
haitallinen,-0.812,0.5,-0.418,harmful,haitallinen
haitallinen,-0.646,0.17,-0.242,noxious,haitallinen
haitallinen,-0.77,0.49,-0.258,prejudicial,haitallinen
haitata,-0.592,0.422,-0.054,hamper,haitata
haitata,-0.448,0.074,-0.06,hinder,haitata
haitata,-0.458,0.02,0.208,impede,haitata
haitta,-0.438,0.076,-0.474,detriment,hai
haitta,-0.7,-0.246,-0.436,disadvantage,hai
haitta,-0.396,-0.156,-0.704,drawback,hai
hajaantua,-0.542,0.24,-0.192,scatter,hajaantua
hajaantuminen,-0.124,0.02,-0.26,adjournment,hajaantua
hajaantuminen,-0.224,0.014,-0.158,dispersal,hajaantua
hajallaan,-0.584,-0.24,-0.524,scattered,hajalla
hajanainen,-0.14,-0.138,-0.358,diffuse,hajanainen
hajataittoisuus,-0.572,-0.02,-0.142,astigmatism,hajataittoisuus
hajautus,-0.31,-0.132,-0.15,devolution,hajautus
hajoaminen,-0.734,0.2,-0.474,decomposition,hajota
hajoaminen,-0.812,0.102,-0.238,disintegration,hajota
hajonnut,-0.854,-0.116,-0.538,decomposed,hajonnut
hajonta,-0.46,0.208,-0.3,dispersion,hajonta
hajonta,-0.306,0.1,-0.212,scattering,hajonta
hajota,-0.27,-0.154,-0.278,breakdown,hajottaa
hajota,-0.612,0.192,-0.518,decompose,hajottaa
hajota,-0.714,0.32,-0.272,disintegrate,hajottaa
hajottaa,-0.25,0.138,-0.132,disperse,hajottaa
haju,-0.326,-0.274,-0.192,odor,haju
haju,0.02,0.04,-0.34,smell,haju
hajuste,0.292,0.16,-0.41,potpourri,hajuste
hajuvesi,0.48,-0.056,-0.074,perfume,hajuvesi
haka,-0.04,-0.142,-0.038,paddock,haka
hakaristi,-0.368,-0.056,-0.018,swastika,hakaristi
hakata,-0.208,0.156,-0.072,clobber,hakata
hakata,-0.49,-0.076,-0.5,fell,hakata
hakata,-0.73,0.434,0.068,hack,hakata
hakea,0.224,-0.358,0.334,apply,hakea
hakea,0.48,0.152,0.41,retrieve,hakea
hakemisto,-0.122,-0.174,0.076,directory,hakemisto
hakemisto,0.062,-0.166,0.054,gazetteer,hakemisto
hakemus,0.292,-0.11,0.452,application,hakemus
haketus,-0.292,-0.096,-0.294,chipping,haketus
hakija,0.224,0.116,0.376,applicant,hakija
hakija,-0.458,0.38,0.558,claimant,hakija
hakija,0.202,0.062,0.132,petitioner,hakija
hakkelus,-0.312,-0.094,-0.29,hash,hakkelus
hakkeri,-0.458,0.51,0.48,hacker,hakkeri
hakkuri,-0.164,0.176,0.0,chipper,hakkuri
haku,0.4,-0.12,0.408,retrieval,haku
hakulaite,-0.124,0.44,-0.118,beeper,hakulaite
hakulaite,0.02,0.052,0.108,pager,hakulaite
halaaja,0.04,-0.04,-0.176,hugger,halaaja
halata > halaus,0.816,-0.146,0.096,hug,
halauksia,0.96,-0.156,0.2,hugs,halaus
halaus,0.77,0.118,-0.05,cuddle,halaus
halkaisija,-0.146,-0.404,-0.034,diameter,halkaisija
halkaisu,-0.624,0.196,-0.25,splitting,halkaisu
halkeama,-0.388,-0.116,-0.28,cleft,halkeama
halkeama,-0.396,0.25,-0.2,crack,halkeama
halkeama,-0.334,0.02,-0.138,fissure,halkeama
halkeilu,-0.346,0.114,-0.428,cracking,halkeilu
halkoa,0.142,0.18,0.258,traverse,halkoa
halla,-0.102,-0.09,-0.23,frost,halla
halleluja,0.54,0.108,0.314,hallelujah,halleluja
hallinnollinen,0.084,-0.17,0.158,administrative,hallinnollinen
hallinta,0.354,0.352,0.696,possession,hallinta
hallintaoikeus,0.27,0.26,0.764,freehold,hallintaoikeus
hallintaoikeus,0.23,-0.056,0.222,tenure,hallintaoikeus
hallinto,0.25,-0.192,0.572,administration,hallinto
hallintojohtaja,0.076,-0.04,0.804,administrator,hallintojohtaja
hallintojärjestelmä,-0.464,0.166,0.604,polity,hallintojärjestelmä
hallita,0.27,-0.15,0.72,administer,hallita
hallita,-0.122,0.628,0.906,dominate,hallita
hallita,0.146,0.404,0.96,govern,hallita
hallita,0.388,-0.02,0.698,master,hallita
hallitseva,-0.02,-0.118,0.77,controlling,hallitseva
hallitseva,-0.188,0.708,0.786,dominant,hallitseva
hallitseva,0.27,0.4,0.8,governing,hallitseva
Hallitseva,0.354,0.264,0.74,reigning,hallitseva
hallitseva,-0.646,0.132,-0.18,ruling,hallitseva
hallitsija,0.166,0.118,0.74,monarch,hallitsija
hallittu,0.688,-0.52,0.322,orderly,hallittu
hallitus,-0.146,0.06,0.7,government,hallitus
hallusinaatio,-0.208,0.412,-0.26,hallucination,hallusinaatio
halpa,0.224,-0.058,-0.456,cheap,Hal
halpa,0.388,-0.172,-0.48,inexpensive,Hal
halpamainen,-0.834,0.074,0.106,vile,halpamainen
haltija,0.142,0.094,0.352,bearer,haltija
haltija,0.122,-0.124,0.25,sprite,haltija
haltioissaan,0.062,0.294,-0.226,spellbound,haltioissaan
haltioituminen,0.188,0.784,0.346,exaltation,haltioitua
haltioitunut,-0.562,0.548,0.076,delirious,haltioitunut
haltioitunut,0.042,0.472,0.02,rapt,haltioitunut
halu,-0.164,0.36,0.306,urge,halu
haluaminen,0.52,-0.134,0.186,wanting,haluta
halukas,0.438,0.648,0.124,desirous,halukas
halukas,0.666,0.122,0.566,willing,halukas
halukkaasti,0.666,-0.368,0.176,willingly,halukas
