Finnish-fi,Valence,Arousal,Dominance,English-en
imitoida,-0.062,0.122,-0.328,imitate
imitoija,-0.062,0.172,-0.188,impersonator
imitointi,-0.25,0.236,0.056,impersonation
immenkalvo,-0.062,0.302,-0.086,hymen
immunisaatio,0.334,0.02,0.466,immunization
immuniteetti,0.266,-0.368,0.572,immunity
immuuni,0.258,-0.056,0.56,immune
imperatiivi,0.25,0.294,0.416,imperative
imperialisti,-0.432,0.572,0.666,imperialist
imperiumi,0.376,0.46,0.888,empire
impi,-0.188,-0.352,-0.4,maid
implantaatio,-0.208,0.208,0.482,implantation
implantti,-0.142,0.02,0.176,implant
implisiittinen,-0.346,0.06,-0.038,implied
impotenssi,-0.604,0.378,-0.552,impotence
impotentti,-0.708,0.174,-0.334,impotent
improvisoida,0.292,0.3,0.038,improvise
improvisointi,0.262,0.624,0.058,improvisation
improvisoitu,0.22,0.346,-0.114,improvised
impulsiivinen,-0.27,0.728,0.214,impulsive
impulssi,0.06,0.68,0.222,impulse
imu,-0.08,0.186,0.052,suction
imukykyinen,0.104,-0.212,0.436,absorbent
imuneste,-0.204,0.02,-0.22,lymph
imuri,-0.28,-0.404,-0.44,blotter
inaktivoida,-0.51,-0.52,-0.17,inactivate
inaktivointi,-0.604,-0.48,-0.56,inactivation
indeksi,-0.104,-0.464,-0.316,index
indie,-0.042,-0.264,-0.14,indie
indigo,0.028,-0.27,-0.054,indigo
indikaattori,0.146,-0.098,0.34,indicator
indoktrinaatio,-0.346,0.314,0.396,indoctrination
induktio,-0.216,0.186,0.254,induction
infarkti,-0.84,0.692,-0.228,infarct
infektio,-0.834,0.47,-0.186,infection
inflaatio,-0.562,0.584,0.016,inflation
influenssa,-0.458,0.436,-0.358,influenza
informatiivinen,0.624,-0.162,0.482,informative
infrapuna,-0.062,0.176,0.052,infrared
infrastruktuuri,0.208,-0.08,0.388,infrastructure
infuusio,0.166,-0.27,-0.094,infusion
inhimillinen,0.6,-0.26,0.16,humane
inhimillisyys,0.5,-0.28,0.454,humanity
inho,-0.896,0.55,-0.366,disgust
inhota,-0.834,0.6,-0.016,detest
inhottava,-0.76,0.388,-0.314,loathsome
inhottavasti,-0.9,0.262,-0.092,horribly
inhottavuus,-0.844,0.51,0.036,abomination
inhotus,-0.876,0.368,-0.15,repugnance
injektio,-0.438,0.482,0.036,injection
inkivääri,-0.188,-0.25,-0.368,ginger
inkivääriolut,0.164,0.04,-0.17,root beer
inkvisiittori,-0.23,0.746,0.284,inquisitor
innoissaan,0.796,0.636,0.614,thrilled
innoittunut,0.934,0.404,0.472,inspired
innokas,0.646,0.438,0.612,keen
innostaa,0.584,0.62,0.75,energize
innostava,0.854,0.44,0.62,inspirational
innostunut,0.77,0.736,0.696,enthusiastic
innostus,0.876,0.632,0.596,enthusiasm
innostuva,0.606,0.878,0.258,excitable
innoton,-0.27,-0.52,-0.344,uninterested
innovaatio,0.898,0.36,0.78,innovation
innovatiivinen,0.76,0.28,0.66,innovative
innovoida,0.796,0.744,0.5,innovate
insesti,-0.854,0.706,-0.018,incest
insinööri,0.438,0.0,0.75,engineer
insinööritaito,0.47,-0.058,0.672,engineering
insomnia,-0.604,0.222,-0.254,insomnia
inspiraatio,0.876,0.2,0.558,inspiration
inspiroida,0.836,0.254,0.518,inspire
instituutio,0.16,-0.378,0.58,institution
instituutti,0.208,-0.04,0.614,institute
instrumentaalinen,0.48,-0.056,0.294,instrumental
instrumentaalisuus,0.274,0.02,0.236,instrumentality
instrumentalisti,0.312,0.08,0.48,instrumentalist
insuliini,-0.142,-0.056,-0.25,insulin
integraatio,0.542,-0.04,0.474,integration
intendentti,0.184,0.14,0.884,superintendent
intensiivinen,0.14,0.684,0.552,intensive
intensiivisesti,0.388,0.692,0.5,intensely
intensiteetti,0.244,0.86,0.904,intensity
interaktiivinen,0.454,0.622,0.54,interactive
interferometri,0.02,0.02,0.034,interferometer
Internet,0.52,-0.076,0.51,internet
interpoloida,-0.08,-0.02,0.138,interpolate
interpolointi,-0.162,0.012,0.056,interpolation
interventio,-0.224,0.392,0.378,intervention
intiaaninainen,-0.144,-0.118,-0.204,squaw
intiimi,0.448,0.196,-0.214,intimate
into,-0.188,0.242,-0.114,eagerness
intohimo,0.708,0.73,0.456,passion
intohimoinen,0.98,0.654,0.462,passionate
intoilija,0.734,0.62,0.75,enthusiast
intonaatio,0.23,-0.116,0.196,intonation
intro,0.02,-0.338,0.314,intro
introspektiivinen,0.104,-0.28,-0.058,introspective
intubaatio,-0.448,0.196,0.052,intubation
intuitiivinen,0.542,0.146,0.38,intuitive
intuitiivisesti,0.34,0.122,0.296,intuitively
intuitio,0.714,0.016,0.204,intuition
invaasio,-0.458,0.686,0.616,invasion
invasiivinen,-0.612,0.46,0.196,invasive
inventaario,0.188,-0.074,-0.02,inventory
inversio,0.204,0.26,0.544,inversion
investoida,0.3,0.326,0.364,invest
investointi,0.44,0.184,0.49,investment
ioni,-0.142,-0.34,-0.184,ion
ironia,-0.22,0.174,0.016,irony
ironinen,-0.13,0.1,0.0,ironic
irrallinen,-0.624,-0.47,-0.574,unconnected
irrallisuus,-0.514,0.4,-0.114,detachment
irrationaalinen,-0.75,0.296,-0.212,irrational
irrota,-0.188,0.058,-0.392,disengage
irrotettu,-0.416,-0.448,-0.654,disconnected
irrottaa,-0.286,0.25,-0.1,detach
irrottautua,-0.042,0.604,0.038,breakaway
irstailu,-0.292,0.802,0.0,debauchery
irstas,-0.73,0.408,-0.248,lecherous
irtautuminen,-0.354,0.122,0.018,secession
irtisanoa,-0.24,0.608,0.27,fire
irtisanominen,-0.694,0.446,-0.458,dismissal
irtisanoutua,-0.062,0.118,-0.024,quit
irtisanoutuminen,-0.71,-0.216,-0.38,resignation
irtolaisuus,-0.562,0.134,-0.446,vagrancy
irvailla,-0.834,0.392,-0.29,taunt
irvikuva,-0.292,0.288,-0.186,travesty
isi,0.714,-0.176,0.572,dad
iskevä,0.04,0.236,0.49,punchy
iskeä,-0.23,0.092,-0.074,bash
iskias,-0.428,-0.114,-0.214,sciatica
isku,-0.368,0.5,0.14,blow
iskulause,0.396,-0.154,-0.134,catchphrase
iso,0.604,0.176,0.624,big
isoisoisä,0.458,-0.518,0.138,great grandfather
isoisoäiti,0.604,-0.528,0.098,great grandmother
isoisä,0.654,-0.442,0.172,grandfather
isorokko,-0.688,0.166,-0.556,smallpox
isosetä,0.458,-0.204,0.242,great uncle
isoterminen,-0.082,-0.018,0.0,isothermal
isotooppi,-0.142,-0.192,-0.186,isotope
isotäti,0.792,-0.162,0.178,great aunt
isoäiti,0.584,-0.434,-0.148,grandmother
istua,0.122,-0.54,-0.264,sit
istuin,0.084,-0.438,-0.132,seat
istukka,-0.25,-0.134,-0.114,placenta
istumapaikat,0.104,-0.47,-0.428,seating
istuminen,0.122,-0.708,-0.294,sitting
istunto,0.02,-0.038,-0.018,session
istutettu,-0.306,0.0,0.358,implanted
istuttaa,0.124,-0.02,0.236,instill
istutus,0.27,-0.314,0.19,planting
istutuslapio,-0.06,-0.164,-0.5,trowel
istuva,-0.416,-0.63,-0.454,sedentary
isyys,0.77,0.038,0.364,fatherhood
isä,0.624,-0.334,0.648,father
isällinen,0.73,-0.274,0.424,fatherly
isänmaa,0.458,-0.062,0.556,fatherland
isänmaallinen,0.75,0.018,0.866,patriotic
isänmaallisuus,0.416,0.27,0.696,patriotism
isänperintö,0.438,-0.188,0.48,patrimony
isäntä,0.386,-0.058,0.074,host
isäpuoli,-0.208,-0.018,0.222,stepfather
iteraatio,0.062,-0.102,-0.028,iteration
iteratiivinen,-0.142,-0.16,0.0,iterative
iteroida,-0.102,-0.08,-0.12,iterate
itiö,-0.04,-0.184,-0.538,spore
itkenyt,-0.666,0.224,-0.492,cried
itkevä,-0.694,0.408,-0.584,crying
itkeä,-0.734,0.254,-0.49,cry
itku,-0.836,0.376,-0.664,weeping
itkuinen,-0.864,0.23,-0.768,weepy
itkupilli,-0.25,0.404,-0.378,crybaby
itkuraita,-0.312,-0.118,-0.376,weeping willow
itse,0.408,-0.26,0.0,self
itsehavainnointi,0.206,-0.326,0.15,introspection
itsekeskeinen,-0.688,0.334,-0.274,egotistical
itsekkyys,-0.6,0.372,-0.094,selfishness
itsekseen,-0.42,-0.18,-0.328,unaided
itsekäs,-0.878,0.274,-0.01,selfish
itsemurha,-0.94,0.746,-0.142,suicide
itsemurhapommitus,-0.938,0.914,0.254,suicidebombing
itsenäinen,0.77,-0.12,0.744,independent
itsenäisyys,0.792,0.326,0.822,independence
itseohjautuva,0.102,-0.08,0.054,homing
itsepintainen,0.292,0.334,0.63,persistent
itsepintaisuus,0.368,0.222,0.746,persistence
itsepäinen,-0.686,0.404,0.15,stubborn
itsepäisyys,-0.688,0.346,0.016,stubbornness
itserakas,-0.612,0.334,-0.054,conceited
itserakkaus,-0.292,0.25,-0.382,conceit
itsetuhoinen,-0.958,0.734,-0.236,suicidal
itsetyydytys,0.084,0.922,0.018,masturbation
itsevaltainen,0.084,0.154,0.454,autocratic
itsevarma,0.53,-0.352,0.446,confident
itsevarmuus,0.0,0.018,0.164,aplomb
itä,0.02,-0.5,-0.366,east
itäinen,0.042,-0.16,-0.04,eastern
itämainen,0.184,-0.182,0.196,oriental
itämisaika,-0.078,-0.02,-0.206,incubation
itävyys,-0.122,-0.02,0.132,germination
itää,0.208,-0.056,0.25,germinate
itään,0.082,-0.184,-0.196,eastbound
ivallinen,-0.836,0.51,-0.212,mocking
ivata,-0.734,0.51,-0.31,sneer
iäkäs,-0.73,-0.27,-0.528,aged
jaa,0.502,-0.176,-0.056,yea
jaaritteleva,-0.122,-0.04,0.27,verbose
jaarittelu,-0.312,-0.038,-0.236,blather
jaarli,0.164,-0.078,0.588,earl
jade,0.208,-0.18,-0.09,jade
jae,-0.166,-0.34,-0.2,fraction
jaettu,-0.458,0.246,-0.218,divided
jaguaari,0.118,0.42,0.308,jaguar
jahdata,-0.208,0.756,0.246,chase
jahti,0.646,0.34,0.32,yacht
jakaa,0.518,0.096,0.09,share
jakaja,-0.312,0.034,-0.09,divisor
jakamaton,0.02,-0.24,-0.02,undivided
jakaminen,0.654,-0.076,0.09,sharing
jakaus,-0.48,0.084,-0.294,parting
jakelija,0.404,-0.106,0.436,distributor
jakelu,0.27,0.096,0.576,distribution
jakkara,-0.104,-0.462,-0.396,stool
jakku,0.354,-0.488,-0.072,coat
jako,0.104,-0.038,-0.094,apportionment
jakoavain,-0.208,-0.596,0.09,wrench
jaksaa,0.184,0.294,0.418,cope
jakso,0.29,-0.4,-0.036,phase
jaksotus,0.292,-0.352,0.29,periodicity
jalanjälki,0.184,-0.416,-0.328,footprint
jalankulkija,-0.124,-0.28,-0.104,pedestrian
jalankulkusilta,0.164,-0.25,-0.12,footbridge
jalansija,0.346,-0.328,0.164,foothold
jalat,0.02,-0.52,-0.416,feet
jalava,0.02,-0.31,-0.358,elm
jalka,-0.02,-0.42,-0.492,foot
jalkajakkara,-0.062,-0.366,-0.29,foot stool
jalkakäytävä,-0.08,-0.294,-0.05,pavement
jalkalista,-0.208,-0.604,-0.19,baseboard
jalkapallo,0.396,0.674,0.288,soccer
jalkapohja,-0.146,-0.612,-0.442,sole
jalkatyö,-0.104,0.08,-0.296,footwork
jalkautua,-0.278,-0.154,-0.218,dismount
jalkavaimo,-0.224,0.188,-0.048,concubine
jalkaväki,0.062,0.368,0.582,infantry
jalkineet,0.286,-0.326,-0.45,footwear
jallittaa,-0.142,0.132,-0.214,diddle
jalo,0.812,-0.31,0.22,noble
jalokivi,0.654,0.176,0.25,jewel
jalokivikauppias,0.52,-0.036,0.0,jeweler
jalopuu,-0.166,-0.274,0.036,hardwood
jalostaa,0.306,-0.08,0.28,refine
jalostamaton,-0.604,-0.196,-0.286,crude
jalostamo,0.292,-0.112,0.13,refinery
jalostus,0.388,-0.068,0.328,refining
jalusta,0.47,-0.432,0.158,pedestal
jamboree,0.204,0.25,-0.298,jamboree
jamssi,0.0,-0.588,-0.696,yam
jannu,-0.188,0.244,0.234,feller
jano,-0.404,0.038,-0.386,thirst
janoinen,-0.438,0.32,-0.38,thirsty
jaollinen,-0.354,-0.076,-0.178,divisible
jaotella,-0.334,0.04,-0.166,divide
Japani,0.334,-0.036,0.16,japan
jargon,-0.334,0.096,-0.192,jargon
jarru,-0.376,-0.038,-0.38,brake
jarrusatulat,-0.04,0.02,-0.038,calipers
jasmiini,0.53,-0.54,-0.428,jasmine
jatkaa,0.26,-0.146,0.224,continue
jatkaminen,0.23,-0.06,0.132,continuation
jatko,0.3,-0.04,0.148,sequel
jatkua,0.53,0.288,0.454,persist
jatkuminen,0.02,0.354,0.432,perpetuation
jatkumo,0.354,-0.22,-0.018,continuum
jatkuva,0.25,0.018,0.16,continuous
jatkuvasti,0.438,-0.166,0.404,continuously
jatkuvuus,0.562,-0.122,0.368,continuity
jauhaa,-0.04,-0.448,-0.206,grind
jauhe,0.042,-0.5,-0.612,powder
jauheliha,-0.208,-0.13,-0.284,mincemeat
jauhemainen,-0.354,-0.22,-0.578,powdery
jauhettu,0.04,-0.25,-0.16,powdered
jauhot,0.06,-0.53,-0.522,flour
java,-0.082,-0.358,-0.314,java
jazz,0.354,-0.276,-0.1,jazz
jazzahtava,0.45,-0.138,-0.222,jazzy
jeeppi,0.204,0.02,0.224,jeep
Jeesus,0.6,-0.2,0.24,jesus
jemma,-0.312,0.26,-0.278,stash
jengi,-0.566,0.7,0.258,gang
jengikaveri,0.204,-0.49,-0.128,homeboy
jeni,0.02,-0.13,0.016,yen
jenkki,-0.458,0.26,0.076,yank
jersey,0.188,-0.366,-0.178,jersey
jihad,-0.354,0.32,-0.112,jihad
jive,0.122,0.102,-0.254,jive
jodi,-0.22,-0.47,-0.334,iodine
jodlaus,0.02,-0.092,-0.222,yodel
joentörmä,0.368,-0.4,-0.34,riverbank
joenuoma,0.22,-0.534,-0.158,riverbed
jogurtti,0.32,-0.462,-0.52,yogurt
johdannainen,0.082,-0.018,0.016,derivative
johdanto,0.082,0.11,-0.018,preamble
johdattelu,0.204,0.096,0.164,prompt
johdatus,0.224,-0.174,0.28,introduction
johdinauto,0.124,0.116,-0.072,trolley
johdonmukainen,0.396,-0.438,0.0,coherent
johdonmukaisuus,0.428,0.0,0.774,consistency
johdotus,-0.02,-0.266,-0.138,wiring
johtaa,-0.354,0.314,-0.09,lead
johtaja,0.666,0.164,0.852,leader
johtajuus,0.74,0.38,0.966,leadership
johtaminen,0.042,0.038,0.288,derivation
johtava,0.646,0.396,0.908,leading
johto,0.584,-0.018,0.612,management
johtoasema,0.556,0.32,0.556,primacy
johtokyky,0.166,0.15,0.284,conductivity
johtolanka,0.306,-0.24,-0.176,clue
johtopäätös,0.23,-0.246,0.318,conclusion
johtuminen,0.06,0.114,0.434,conduction
johtuva,0.408,-0.14,0.054,attributable
jokamies,0.044,-0.334,0.07,everyman
jokapäiväinen,0.48,-0.216,-0.056,everyday
jokatuntinen,-0.062,-0.164,-0.018,hourly
jokeri,0.542,0.52,-0.168,joker
joki,0.376,-0.216,0.21,river
jokilaiva,0.122,-0.306,-0.076,riverboat
jolla,0.02,-0.462,-0.35,dinghy
jonglööraus,0.124,0.748,-0.308,juggling
jonglööri,0.266,0.642,-0.04,juggler
jonottaa,-0.084,-0.312,-0.27,queue
jooga,0.5,-0.77,-0.156,yoga
joogi,0.306,-0.306,-0.302,yogi
joten,-0.23,-0.2,-0.23,ergo
jouduttaa,0.142,0.5,0.236,hasten
joukko,-0.25,0.392,0.5,troop
joukkotappelu,-0.266,0.32,-0.178,scrimmage
joukkoteurastus,-0.938,0.774,0.28,massacre
joukkue,-0.104,0.4,0.49,platoon
joukkuekaveri,0.73,-0.102,0.32,teammate
joukot,0.102,-0.094,-0.034,corps
joulu,0.918,0.04,0.482,christmas
jouluaatto,0.624,-0.018,-0.074,christmaseve
jouluinen,0.75,0.396,0.204,christmassy
joulukuu,0.48,0.08,-0.072,december
joululaulu,0.346,-0.176,-0.128,carol
joulunaika,0.674,0.176,0.03,christmastime
joulunpyhät,-0.124,-0.14,-0.11,yuletide
joulupukki,0.47,-0.428,0.018,santa
journalismi,0.244,0.0,0.368,journalism
journalistinen,0.392,-0.102,-0.01,journalistic
jousiammunta,0.188,0.208,0.178,archery
jousimies,0.146,0.244,0.322,archer
joustamaton,-0.208,-0.148,-0.23,inelastic
joustava,0.312,0.036,-0.23,elastic
joustavuus,0.734,-0.196,-0.056,flexibility
joustin,-0.27,-0.244,-0.182,ribbed
jousto,0.27,-0.096,0.164,elasticity
joutilaisuus,-0.384,-0.34,-0.544,idleness
joutomaa,-0.27,-0.384,-0.218,wasteland
joutsen,0.562,-0.55,-0.286,swan
joutuin,0.072,0.0,0.072,apace
joviaali,0.646,-0.08,0.052,jovial
judo,0.0,0.58,0.224,judo
juhla,0.878,0.648,0.76,celebration
juhlallinen,0.416,-0.26,0.418,solemn
juhlapuhe,0.292,-0.37,0.366,oration
juhlat,0.896,0.68,0.094,party
juhlava,0.708,0.48,0.528,festive
juhlia,0.834,0.714,0.718,celebrate
juhlija,0.73,0.312,0.286,celebrant
juhlittu,0.75,0.38,0.526,celebrated
juhliva,0.854,0.72,0.546,celebrating
jukeboksi,0.398,0.08,-0.142,jukebox
julistaa,0.354,0.246,0.336,declare
julistaja,0.102,-0.224,0.482,preacher
julistaminen,0.204,0.058,0.302,promulgation
juliste,0.084,-0.45,-0.27,poster
julistus,0.416,0.534,0.742,proclamation
julkaisematon,-0.188,-0.04,-0.038,unpublished
julkaista,0.428,0.094,0.206,publish
julkaistu,0.334,-0.142,0.14,published
julkaisu,0.098,-0.06,0.2,publication
julkea,-0.47,0.192,0.232,presumptuous
julkeus,-0.77,0.462,-0.196,insolence
julkilausuma,0.324,0.134,0.5,pronouncement
julkinen,0.184,0.02,0.328,public
julkisesti,0.48,-0.038,0.264,publicly
julkisivu,0.04,-0.334,0.036,facade
julkistaa,0.388,0.236,0.222,announce
julkistamaton,-0.042,-0.278,-0.372,undisclosed
julkistaminen,0.0,0.23,0.42,disclosure
julkisuus,0.18,0.244,0.358,publicity
julkkis,0.52,0.238,0.71,celebrity
julma,-0.756,0.732,-0.218,cruel
julmasti,-0.708,0.58,-0.058,cruelly
julmuus,-0.816,0.672,0.072,cruelty
Jumala,0.516,0.036,0.772,god
jumalainen,0.836,0.142,0.77,divine
jumalallinen,0.708,0.296,0.74,godlike
jumalanhylkäämä,-0.122,0.04,-0.156,godforsaken
jumalanpilkka,-0.708,0.588,-0.188,blasphemy
jumalatar,0.73,0.12,0.776,goddess
jumalaton,-0.368,0.114,-0.284,godless
jumaloida,0.708,-0.124,0.314,adore
jumalointi,0.77,0.398,0.416,adoration
jumaloiva,0.776,-0.17,-0.148,doting
jumaluus,0.792,0.118,0.548,divinity
juna,0.332,0.41,0.24,train
juniori,0.27,-0.314,-0.392,junior
juntta,-0.098,0.006,0.408,junta
juoda,0.3,0.104,-0.052,drink
juoksennella,-0.104,0.038,-0.302,runaround
juoksevuus,0.458,0.02,0.152,fluidity
juoksija,-0.082,0.494,0.264,runner
juoksu,0.46,0.716,-0.116,running
juoksuhiekka,-0.562,0.48,0.016,quicksand
juoksumatto,-0.082,0.272,-0.128,treadmill
juoksupoika,-0.02,-0.14,-0.666,minion
juoma,0.27,-0.02,-0.222,beverage
juomalasi,0.04,-0.48,-0.296,tumbler
juomaraha,0.73,0.0,-0.076,gratuity
juomari,-0.27,0.47,-0.118,drinker
juominen,0.124,-0.082,-0.366,drinking
juoni,-0.368,0.392,-0.036,artifice
juonikas,0.102,0.346,0.632,shrewd
juonitella,-0.286,-0.08,-0.038,chicane
juonittelu,-0.276,0.66,-0.346,intrigue
juontaja,0.346,0.214,0.47,presenter
juoppo,-0.52,0.746,-0.5,drunkard
juoppous,-0.572,0.548,-0.328,drunkenness
juoru,-0.654,0.53,-0.51,gossip
juoruilu,0.346,-0.09,-0.194,chitchat
juosta,0.084,0.574,0.086,run
juotava,0.53,-0.348,-0.138,potable
juottaa,-0.122,0.02,0.222,solder
juotto,0.146,0.072,0.076,soldering
jupina,-0.416,-0.112,-0.51,mumble
juppi,0.354,0.22,-0.11,yuppie
juridinen,0.04,-0.138,0.746,juridical
juristi,-0.042,0.046,0.426,jurist
jurottaa,-0.188,-0.382,-0.31,mope
jutella,0.458,-0.2,-0.308,chat
juttu,0.104,-0.368,0.066,figment
jutusteleva,0.438,-0.138,0.192,conversational
juuri,0.204,-0.442,0.016,root
juurtunut,0.02,0.054,0.436,rooted
juusto,0.48,-0.44,-0.438,cheese
juustohampurilainen,0.604,0.058,-0.328,cheeseburger
juustoinen,-0.06,-0.058,-0.642,cheesy
juustokakku,0.72,-0.448,-0.524,cheesecake
juutti,0.102,-0.568,-0.41,jute
juuttunut,-0.694,0.288,-0.43,stuck
jylinä,-0.266,0.49,0.226,rumble
jymymenestys,0.46,0.352,0.766,blockbuster
jyrisevä,-0.326,0.556,0.4,thundering
jyrkkä,-0.376,0.224,-0.358,steep
jyrkänne,-0.604,0.568,-0.208,precipice
jyrsijä,-0.354,0.154,-0.442,rodent
jysäys,-0.062,-0.02,-0.154,wham
jysäyttää,-0.23,-0.05,-0.302,plop
jytinä,-0.334,0.686,0.462,pounding
jyvä,-0.22,-0.604,-0.396,grain
jyvänen,-0.188,-0.254,-0.368,granule
jähmettyminen,-0.04,0.0,0.654,solidification
jähmettynyt,0.266,-0.17,0.49,solidified
jäinen,0.368,-0.25,-0.31,icy
jäkälä,-0.164,-0.224,-0.074,lichen
jäkättää,-0.062,-0.156,-0.156,yak
jäljentäminen,-0.164,0.182,0.13,tracing
jäljentää,0.646,0.244,0.52,reproduce
jäljitelmä,-0.188,0.184,-0.314,imitation
jäljitelty,-0.334,-0.218,-0.116,imitated
jäljitettävissä,0.204,-0.26,0.07,traceable
jäljittelemätön,0.142,-0.174,0.58,inimitable
jäljittämätön,-0.358,0.348,0.148,untraceable
jäljittää,0.146,-0.308,-0.034,trace
jälkeenjääneisyys,-0.75,-0.28,-0.69,retardation
jälkeenjäänyt,-0.536,-0.118,-0.14,posthumous
jälkeläinen,0.368,-0.16,0.25,descendant
jälkeläiset,0.13,-0.08,0.366,posterity
jälki,-0.018,-0.538,0.2,mark
jälkiharkinta,0.062,-0.082,0.222,reconsideration
jälkihuomautus,-0.208,-0.216,-0.302,afterthought
jälkikasvu,0.312,-0.13,0.2,offspring
jälkikirjoitus,-0.026,-0.4,-0.182,postscript
jälkikäteen,0.032,-0.2,0.12,retrospectively
jälkikäteistarkastelu,-0.188,0.0,0.076,retrospect
jälkiliite,-0.14,-0.16,-0.272,suffix
jälkimaku,-0.292,-0.276,-0.09,aftertaste
jälkipuinti,-0.146,0.16,-0.088,debriefing
jälkiruoka,0.51,-0.018,-0.192,dessert
jälkiseuraus,-0.376,-0.102,-0.112,aftermath
jälkitarkistus,-0.12,-0.02,0.058,recheck
jälkiviisaus,-0.334,-0.138,0.064,hindsight
jälleenmyyjä,0.416,-0.122,0.19,retailer
jälleenmyynti,0.02,-0.294,-0.178,retail
jälleennäkeminen,0.674,0.0,0.344,reunion
jälleenrakennus,0.25,0.438,0.334,reconstruction
jälleenrakentaa,0.312,0.114,0.038,rebuild
jämpti,0.666,-0.284,0.538,precise
jäniksenmetsästys,0.084,-0.056,0.092,coursing
jänis,0.24,-0.18,-0.31,hare
jänistää,-0.068,0.178,-0.22,funk
jänne,-0.318,-0.458,-0.074,tendon
jänneväli,0.042,-0.34,0.056,span
jännite,-0.236,0.71,0.242,voltage
jännitemittari,0.198,0.192,0.09,voltmeter
jännittyneisyys,-0.392,0.62,0.058,tension
jännittynyt,-0.208,-0.122,0.31,tense
jännittävä,0.86,0.654,0.564,thrilling
jännitys,0.792,0.368,0.462,excitement
jännä,0.23,0.076,-0.072,groovy
jänteinen,-0.14,0.02,0.054,stringy
järjenvastaisuus,-0.604,0.47,-0.278,irrationality
järjestellä,0.312,0.02,0.458,rearrange
järjestelmä,0.23,-0.308,0.528,system
järjestelmällinen,0.326,-0.28,0.49,methodical
järjestelmällisesti,0.38,-0.22,0.302,systematically
järjestely,0.25,-0.236,0.366,arrangement
järjestelyt,0.5,-0.1,0.384,provision
järjestetty,0.396,0.062,0.456,arranged
järjestyksenvalvoja,-0.164,0.254,0.44,vigilante
järjestymätön,-0.48,0.314,-0.654,unorganized
järjestäjä,0.208,0.154,0.692,organizer
järjestäytynyt,0.632,-0.326,0.492,organized
järjestää,0.48,-0.02,0.142,arrange
järjettömyys,-0.736,0.694,-0.34,lunacy
järjetön,-0.624,0.312,-0.432,absurd
järkeistää,0.266,-0.2,0.492,rationalize
järkevyys,0.562,-0.432,0.358,prudence
järkevä,0.26,-0.136,0.544,judicious
järkevästi,0.572,-0.326,-0.208,sensibly
järkkymätön,-0.312,0.058,0.15,adamant
järkyttynyt,-0.416,0.546,-0.25,shocked
järkyttävä,-0.708,0.584,-0.122,disturbing
järkyttävän,0.02,0.848,0.442,shockingly
järkyttää,-0.428,0.642,-0.094,shock
järkähtämätön,0.334,0.212,0.764,unflinching
järvi,0.388,-0.608,-0.15,lake
jäsen,0.396,-0.334,0.11,member
jäsentää,-0.062,-0.088,0.334,parse
jäsenyys,0.396,-0.178,0.556,membership
jästipää,-0.686,-0.03,-0.424,knucklehead
jäte,-0.624,0.02,-0.616,garbage
jätevesi,-0.49,-0.314,-0.322,sewage
jätkä,0.618,-0.288,0.23,dude
jätteenpolttolaitos,-0.5,0.286,0.182,incinerator
jätteet,-0.918,0.02,-0.632,waste
jätti,0.36,0.104,-0.106,jumbo
jättiläinen,0.292,0.628,0.926,giant
jättiläismäinen,0.5,0.552,0.842,gigantic
jättimenestys,0.062,-0.038,0.0,biggie
jättipotti,0.9,0.5,0.572,jackpot
jättäminen,-0.756,0.26,-0.422,desertion
jättää,-0.25,-0.37,-0.41,leave
jätökset,-0.448,-0.294,-0.274,detritus
jäykistää,-0.28,0.164,0.438,stiffen
jäykkyys,-0.604,0.06,0.452,rigidity
jäykkä,-0.286,0.104,0.182,rigid
jäykkäkouristus,-0.734,0.154,-0.264,tetanus
jäytää,-0.584,0.286,0.16,erode
jää,-0.12,-0.47,-0.562,ice
jäädytetty,-0.312,-0.308,-0.25,frozen
jäädyttää,-0.618,-0.188,-0.038,freeze
jäädä,-0.264,-0.186,-0.436,bide
jäähdytetty,0.042,-0.32,-0.036,chilled
jäähdytin,0.328,-0.25,-0.08,cooler
jäähdyttää,0.27,-0.286,-0.086,refrigerate
jäähdytys,-0.062,-0.352,-0.216,cooling
jäähdytysneste,0.44,-0.176,-0.088,coolant
jäähyväiset,-0.74,0.0,0.182,farewell
jääkaappi,0.354,-0.48,-0.218,refrigerator
jääkiekko,0.13,0.572,0.096,hockey
jääkiekkokaukalo,0.102,-0.216,-0.216,rink
jääkylmä,-0.562,-0.038,-0.21,frigid
jäämä,-0.292,-0.34,-0.634,residue
jäänmurtaja,0.142,0.09,0.696,icebreaker
jäänne,0.124,-0.06,-0.092,vestige
jäännös,-0.266,-0.376,-0.224,remnant
jääräpäinen,-0.458,-0.056,-0.284,pigheaded
jäätee,0.542,-0.326,-0.328,ice tea
jäätelöannos,0.486,-0.172,-0.192,sundae
jäätikkö,0.146,-0.208,0.108,glacier
jäätymispiste,-0.346,-0.266,-0.058,freezing
jäätynyt,0.128,-0.036,-0.322,iced
jäävuori,-0.312,0.08,0.296,iceberg
kaakao,0.552,-0.49,-0.356,cocoa
kaakeli,-0.142,-0.51,-0.304,tile
kaakko,0.02,-0.434,-0.174,southeast
kaali,-0.204,-0.55,-0.472,cabbage
kaalisalaatti,0.414,-0.376,-0.328,coleslaw
kaani,-0.074,-0.048,0.058,khan
kaanon,-0.23,0.038,0.082,canon
kaaos,-0.968,0.846,-0.254,chaos
